Invalid String: '%s' in OP_BIT_OR,,,"res://addons/gdsql/database/expression.gd:4575
res://addons/gdsql/database/expression.gd:4583",Invalid String: '%s' in OP_BIT_OR,按位或运算中存在无效字符串：'%s',無效字串：'%s'（位元 OR 運算）,無効な文字列: '%s' ビットOR演算子,비트 OR 오류: '%s' 유효하지 않은 문자열,Cadena no válida: '%s' en operación OR a nivel de bit,String inválida: '%s' em OP_BIT_OR,Chaîne invalide : '%s' (OU bit à bit),Ungültige Zeichenkette: '%s' bei bitweiser ODER-Operation,Недопустимая строка: '%s' при побитовом ИЛИ,Stringa non valida: '%s' in OR bit a bit,Nieprawidłowy ciąg: '%s' w operacji bitowej OR,Geçersiz dize: '%s' bit düzeyinde VEYA
Invalid String: '%s' in OP_BIT_XOR,,,"res://addons/gdsql/database/expression.gd:4593
res://addons/gdsql/database/expression.gd:4601",Invalid String: '%s' in OP_BIT_XOR,按位异或运算中存在无效字符串：'%s',無效字串：'%s'（位元 XOR 運算）,無効な文字列: '%s' ビットXOR演算子,비트 XOR 오류: '%s' 유효하지 않은 문자열,Cadena no válida: '%s' en operación XOR a nivel de bit,String inválida: '%s' em OP_BIT_XOR,Chaîne invalide : '%s' (OU exclusif bit à bit),Ungültige Zeichenkette: '%s' bei bitweiser XOR-Operation,Недопустимая строка: '%s' при побитовом XOR,Stringa non valida: '%s' in XOR bit a bit,Nieprawidłowy ciąg: '%s' w operacji bitowej XOR,Geçersiz dize: '%s' bit düzeyinde ÖZEL VEYA
Invalid String: '%s' in OP_BIT_NEGATE,,,res://addons/gdsql/database/expression.gd:4611,Invalid String: '%s' in OP_BIT_NEGATE,按位取反运算中存在无效字符串：'%s',無效字串：'%s'（位元反相運算）,無効な文字列: '%s' ビット反転演算子,비트 반전 오류: '%s' 유효하지 않은 문자열,Cadena no válida: '%s' en operación NOT a nivel de bit,String inválida: '%s' em OP_BIT_NEGATE,Chaîne invalide : '%s' (inversion bit à bit),Ungültige Zeichenkette: '%s' bei bitweiser Negation,Недопустимая строка: '%s' при побитовом отрицании,Stringa non valida: '%s' in negazione bit a bit,Nieprawidłowy ciąg: '%s' w operacji bitowej NOT,Geçersiz dize: '%s' bit tersleme
Invalid String: '%s' in OP_AND,,,"res://addons/gdsql/database/expression.gd:4625
res://addons/gdsql/database/expression.gd:4637
res://addons/gdsql/database/expression.gd:4651
res://addons/gdsql/database/expression.gd:4663",Invalid String: '%s' in OP_AND,逻辑与运算中存在无效字符串：'%s',無效字串：'%s'（邏輯 AND 運算）,無効な文字列: '%s' 論理AND演算子,논리 AND 오류: '%s' 유효하지 않은 문자열,Cadena no válida: '%s' en operación AND lógica,String inválida: '%s' em OP_AND,Chaîne invalide : '%s' (ET logique),Ungültige Zeichenkette: '%s' bei logischer UND-Operation,Недопустимая строка: '%s' при логическом И,Stringa non valida: '%s' in AND logico,Nieprawidłowy ciąg: '%s' w operacji logicznej AND,Geçersiz dize: '%s' mantıksal VE
"Invalid operands to operator %s, %s and %s.",,,res://addons/gdsql/database/expression.gd:4675,"Invalid operands to operator %s, %s and %s.",运算符 %s 的操作数无效，类型分别为 %s 和 %s。,運算子 %s 的運算元無效，分別為 %s 與 %s。,演算子 %s のオペランドが無効です。%s および %s。,"연산자 %s의 피연산자가 유효하지 않습니다. %s, %s.",Operandos no válidos para el operador %s: %s y %s.,"Operandos inválidos para o operador %s, %s e %s.","Opérandes invalides pour l'opérateur %s, %s et %s.",Ungültige Operanden für Operator %s: %s und %s.,Недопустимые операнды для оператора %s: %s и %s.,Operandi non validi per l'operatore %s: %s e %s.,Nieprawidłowe operandy dla operatora %s: %s oraz %s.,%s işleci için geçersiz işlenenler: %s ve %s.
Invalid access to property or key '%s' on a base object of type '%s'.,,,"res://addons/gdsql/database/expression.gd:4790
res://addons/gdsql/database/expression.gd:4804",Invalid access to property or key '%s' on a base object of type '%s'.,在类型为 '%s' 的基础对象上访问无效属性或键 '%s'。,在 %s 型別基礎物件上，存取無效屬性或索引鍵 '%s'。,型 '%s' の基本オブジェクトでプロパティまたはキー '%s' へのアクセスが無効です。,"""%s"" 형식 기본 개체에서 속성 또는 키 '%s'에 잘못 접근함.",Acceso inválido a propiedad o clave '%s' en objeto base de tipo '%s'.,Acesso inválido à propriedade ou chave '%s' em um objeto base do tipo '%s'.,Accès invalide à la propriété ou à la clé '%s' sur un objet de type '%s'.,Ungültiger Zugriff auf Eigenschaft oder Schlüssel '%s' bei Basisobjekt vom Typ '%s'.,Недопустимый доступ к свойству или ключу '%s' базового объекта типа '%s'.,Accesso non valido a proprietà o chiave '%s' su oggetto base di tipo '%s'.,Nieprawidłowy dostęp do właściwości lub klucza '%s' w obiekcie typu '%s'.,'%s' türündeki temel nesnede '%s' özelliğine veya anahtarına geçersiz erişim.
"Only ""String"" or ""StringName"" can be used as index for type ""%s"", but received ""%s""",,,res://addons/gdsql/database/expression.gd:4794,"Only ""String"" or ""StringName"" can be used as index for type ""%s"", but received ""%s""",仅支持"字符串"或"字符串名"作为【%s】类型索引，当前传入"%s",僅允許使用"字串"或"字串名稱"做為"%s"型別索引，目前收到"%s","""String""または""StringName""のみ""%s""型のインデックスとして使用できます。受信:""%s""","""문자열"" 또는 ""문자열 이름""만 ""%s"" 형식의 인덱스로 사용할 수 있습니다. 수신:""%s""","Solo se puede usar ""String"" o ""StringName"" como índice para el tipo ""%s"", recibido ""%s""","Apenas ""String"" ou ""StringName"" podem ser usados como índice para o tipo ""%s"", mas foi recebido ""%s""","Seules ""String"" ou ""StringName"" peuvent servir d'index pour le type ""%s"", valeur reçue : ""%s""","Nur ""String"" oder ""StringName"" können als Index für Typ ""%s"" verwendet werden, empfangen wurde ""%s""","""Строка"" или ""ИмяСтроки"" могут использоваться как индекс только для типа ""%s"", получено ""%s""","Solo ""String"" o ""StringName"" possono essere usati come indice per il tipo ""%s"", ricevuto ""%s""","Tylko ""String"" lub ""StringName"" mogą być używane jako indeks dla typu ""%s"", otrzymano ""%s""","""String"" veya ""StringName"" yalnızca ""%s"" türü için dizin olarak kullanılabilir, alındı: ""%s"""
Unknown column: %s.%s in expression: %s,,,"res://addons/gdsql/database/expression.gd:4802
res://addons/gdsql/database/expression.gd:5380",Unknown column: %s.%s in expression: %s,表达式中未知字段：%s.%s，表达式：%s,運算式中未知欄位：%s.%s，運算式：%s,式内に不明な列: %s.%s、式: %s,"식에 알 수 없는 열: %s.%s, 식: %s",Columna desconocida: %s.%s en expresión: %s,Coluna desconhecida: %s.%s na expressão: %s,Colonne inconnue : %s.%s dans l'expression : %s,Unbekannte Spalte: %s.%s im Ausdruck: %s,Неизвестный столбец: %s.%s в выражении: %s,Colonna sconosciuta: %s.%s nell'espressione: %s,Nieznana kolumna: %s.%s w wyrażeniu: %s,Bilinemeyen sütun: %s.%s ifadede: %s
Invalid arguments to construct '%s',,,"res://addons/gdsql/database/expression.gd:4914
res://addons/gdsql/database/expression.gd:4921
res://addons/gdsql/database/expression.gd:4928
res://addons/gdsql/database/expression.gd:4935
res://addons/gdsql/database/expression.gd:4943
res://addons/gdsql/database/expression.gd:4951
res://addons/gdsql/database/expression.gd:4959
res://addons/gdsql/database/expression.gd:4967
res://addons/gdsql/database/expression.gd:4975
res://addons/gdsql/database/expression.gd:4983
res://addons/gdsql/database/expression.gd:4993
res://addons/gdsql/database/expression.gd:5002
res://addons/gdsql/database/expression.gd:5010
res://addons/gdsql/database/expression.gd:5019
res://addons/gdsql/database/expression.gd:5028
res://addons/gdsql/database/expression.gd:5036
res://addons/gdsql/database/expression.gd:5046
res://addons/gdsql/database/expression.gd:5053
res://addons/gdsql/database/expression.gd:5060
res://addons/gdsql/database/expression.gd:5067
res://addons/gdsql/database/expression.gd:5075
res://addons/gdsql/database/expression.gd:5083
res://addons/gdsql/database/expression.gd:5090
res://addons/gdsql/database/expression.gd:5099
res://addons/gdsql/database/expression.gd:5106
res://addons/gdsql/database/expression.gd:5113
res://addons/gdsql/database/expression.gd:5120
res://addons/gdsql/database/expression.gd:5127
res://addons/gdsql/database/expression.gd:5134
res://addons/gdsql/database/expression.gd:5141
res://addons/gdsql/database/expression.gd:5148
res://addons/gdsql/database/expression.gd:5155
res://addons/gdsql/database/expression.gd:5162",Invalid arguments to construct '%s',构造 '%s' 的参数无效,建立 '%s' 傳入參數無效,'%s' を作成する引数が無効です,'%s' 생성 인수가 유효하지 않음,Argumentos no válidos para construir '%s',Argumentos inválidos para construir '%s',Arguments invalides pour la création de '%s',Ungültige Argumente zum Erstellen von '%s',Недопустимые аргументы для создания '%s',Argomenti non validi per la creazione di '%s',Nieprawidłowe argumenty do utworzenia '%s','%s' oluşturmak için geçersiz argümanlar
Not support this: '%s' in group_concat,,,res://addons/gdsql/database/expression.gd:5312,Not support this: '%s' in group_concat,分组拼接函数暂不支持该内容：'%s',群組合併函數不支援內容：'%s',GROUP_CONCATでこの内容には対応していません: '%s',그룹 연결 함수에서 '%s' 항목을 지원하지 않음,No compatible: '%s' en group_concat,Não suportado: '%s' no group_concat,Non pris en charge : '%s' dans group_concat,Nicht unterstützt: '%s' in group_concat,Не поддерживается: '%s' в group_concat,Non supportato: '%s' in group_concat,Nieobsługiwane: '%s' w group_concat,Desteklenmiyor: '%s' group_concat içinde
Unknown column: %s in expression: %s,,,res://addons/gdsql/database/expression.gd:5358,Unknown column: %s in expression: %s,表达式中未知字段：%s，表达式：%s,運算式中未知欄位：%s，運算式：%s,式内に不明な列: %s、式: %s,"식에 알 수 없는 열: %s, 식: %s",Columna desconocida: %s en expresión: %s,Coluna desconhecida: %s na expressão: %s,Colonne inconnue : %s dans l'expression : %s,Unbekannte Spalte: %s im Ausdruck: %s,Неизвестный столбец: %s в выражении: %s,Colonna sconosciuta: %s nell'espressione: %s,Nieznana kolumna: %s w wyrażeniu: %s,Bilinemeyen sütun: %s ifadede: %s
Subquery returns more than 1 row.,,,res://addons/gdsql/database/expression.gd:5396,Subquery returns more than 1 row.,子查询返回多于一行。,子查詢傳回超過 1 列。,サブクエリが2行以上のデータを返しています。,하위 쿼리에서 두 개 이상의 행을 반환했습니다.,La subconsulta devuelve más de 1 fila.,Subconsulta retorna mais de 1 linha.,La sous-requête renvoie plus d'une ligne.,Unterabfrage gibt mehr als eine Zeile zurück.,Подзапрос возвращает более одной строки.,La subquery restituisce più di una riga.,Podzapytanie zwraca więcej niż jeden wiersz.,Alt sorgu birden fazla satır döndürüyor.
Error occur in subquery: %s,,,"res://addons/gdsql/database/expression.gd:5766
res://addons/gdsql/database/expression.gd:5841",Error occur in subquery: %s,子查询执行出错：%s,子查詢執行發生錯誤：%s,サブクエリでエラーが発生しました: %s,하위 쿼리 오류 발생: %s,Error en subconsulta: %s,Ocorreu um erro na subconsulta: %s,Erreur dans la sous-requête : %s,Fehler in Unterabfrage: %s,Ошибка в подзапросе: %s,Errore nella subquery: %s,Błąd w podzapytaniu: %s,Alt sorguda hata oluştu: %s
Inner error %s in expression.gd,,,"res://addons/gdsql/database/expression.gd:5782
res://addons/gdsql/database/expression.gd:5851",Inner error %s in expression.gd,表达式脚本内部错误：%s,expression.gd 內部錯誤：%s,expression.gd 内部エラー: %s,expression.gd 내부 오류: %s,Error interno %s en expression.gd,Erro interno %s em expression.gd,Erreur interne %s dans expression.gd,Interner Fehler %s in expression.gd,Внутренняя ошибка %s в файле expression.gd,Errore interno %s in expression.gd,Błąd wewnętrzny %s w pliku expression.gd,expression.gd iç hatası: %s
Ambigious column: %s,,,"res://addons/gdsql/database/expression.gd:5873
res://addons/gdsql/database/expression.gd:5885",Ambiguous column: %s,字段引用冲突：%s,欄位名稱模糊衝突：%s,列名が曖昧です: %s,열 이름 모호함: %s,Columna ambigua: %s,Coluna ambígua: %s,Colonne ambiguë : %s,Mehrdeutige Spalte: %s,Неоднозначное имя столбца: %s,Colonna ambigua: %s,Niejednoznaczna kolumna: %s,Belirsiz sütun: %s
%d replaced.,,,res://addons/gdsql/gxml/editor/find_replace_bar.gd:257,%d replaced.,已替换 %d 处内容。,已取代 %d 處內容。,%d件置換済み。,%d개 교체 완료.,%d reemplazos.,%d substituído.,%d remplacements effectués.,%d Ersetzungen vorgenommen.,%d замен выполнено.,%d sostituzioni effettuate.,%d zamian wykonanych.,%d değiştirme yapıldı.
No match,,,res://addons/gdsql/gxml/editor/find_replace_bar.gd:363,No match,无匹配项,無相符項目,一致なし,일치 항목 없음,Sin coincidencias,Sem correspondência,Aucune correspondance,Keine Übereinstimmung,Совпадений нет,Nessuna corrispondenza,Brak dopasowań,Eşleşme yok
%d match,,%d matches,res://addons/gdsql/gxml/editor/find_replace_bar.gd:367,%d match,找到 %d 处匹配,找到 %d 個相符項目,%d件一致,%d개 일치,%d coincidencia,%d correspondência,%d correspondance,%d Übereinstimmung,%d совпадение,%d corrispondenza,%d dopasowanie,%d eşleşme
